Parafia	Miejscowość	url	Adres	Diecezja	Dekanat	Województwo	place_id
Świętego Antoniego	Ruda Różaniecka		Świętego Antoniego|Ruda Różaniecka 201|37-613 Ruda Różaniecka|woj. podkarpackie	zamojsko-lubaczowska	Narol	podkarpackie	ChIJX7JQehtVO0cRu17U-eDdchw	OK
Świętego Antoniego	Dyniska Stare	http://www.dyniska.cba.pl/	Świętego Antoniego|Dyniska Stare 61|22-678 Dyniska Stare|woj. lubelskie	zamojsko-lubaczowska	Tarnoszyn	lubelskie	ChIJVfNgJSi4JEcR-kMl7yHRrFM	OK
Świętego Antoniego Padewskiedgo	Konarzyny		Świętego Antoniego Padewskiedgo|Konarzyny 96|83-432 Konarzyny|woj. pomorskie	pelplińska	Zblewo	pomorskie	ChIJGV3TLJZ8AkcRpa5Wbss62PI	OK
Świętego Antoniego Padewskiego	Syrynia		Świętego Antoniego Padewskiego|ul. Powstańców Śląskich 46|44-361 Syrynia|woj. śląskie	katowicka	Pszów	śląskie	ChIJf9aqVWtbEUcRuCwAUI4vRaU	OK
Świętego Antoniego Padewskiego	Rybnik	http://bazylika.rybnik.pl/	Świętego Antoniego Padewskiego|ul. Mikołowska 4|44-200 Rybnik|woj. śląskie	katowicka	Rybnik	śląskie	ChIJn1F7m9NOEUcRGcqgMWHOmjw	AMBIGUOUS
Świętego Antoniego Padewskiego	Siemianowice Śląskie	http://swantoni.siemianowice.wiara.pl/	Świętego Antoniego Padewskiego|ul. ks. J. Kapicy 2|41-100 Siemianowice Śląskie|woj. śląskie	katowicka	Siemianowice Śląskie	śląskie	ChIJkzmhSJPRFkcRe0VWTnq6POA	OK
Świętego Antoniego Padewskiego	Kielce Dąbrowa	http://www.antoni-kielce.c0.pl/	Świętego Antoniego Padewskiego|ul. F. Smuglewicza 34|25-460 Kielce Dąbrowa|woj. świętokrzyskie	kielecka	Kielce Północ	świętokrzyskie	ChIJA7MtR0QmGEcRzNXG903hsSA	OK
Świętego Antoniego Padewskiego	Napierki		Świętego Antoniego Padewskiego|Napierki 43|13-122 Napierki	warmińska (olsztyńska)	Kozłowo		ChIJA1BkI1O4HUcRhzJhANpbotA	OK
Świętego Antoniego Padewskiego	Zdzieszowice	http://www.antoni-zdzieszowice.pl/	Świętego Antoniego Padewskiego|ul. Pokoju 1|47-330 Zdzieszowice|woj. opolskie	opolska	Leśnica	opolskie	ChIJhxvze3kPEUcR81HmMyezaDc	OK
Świętego Antoniego Padewskiego	Dziemiany	http://www.dziemiany.pl/parafia-sw-antoniego-w-dziemianach/	Świętego Antoniego Padewskiego|ul. Wyzwolenia 25|83-425 Dziemiany|woj. pomorskie	pelplińska	Brusy	pomorskie	ChIJi0kG_HFyAkcRlc4egV4PTZI	OK
Świętego Antoniego Padewskiego	Łęczyce		Świętego Antoniego Padewskiego|ul. Kościelna 1|84-218 Łęczyce|woj. pomorskie	pelplińska	Gniewino	pomorskie	ChIJt6ySLnTD_UYReMeuIxAqECA	OK
Świętego Antoniego Padewskiego	Dólsk		Świętego Antoniego Padewskiego|Dólsk|86-140 Dólsk|woj. kujawsko-pomorskie	pelplińska	Jeżewo	kujawsko-pomorskie	ChIJu3BSRTrnAkcRkA5VSrZ_C24	OK
Świętego Antoniego Padewskiego	Zegrze (Wola Kiełpińska)	http://www.parafiaantoni.pl/	Świętego Antoniego Padewskiego|Wola Kiełpińska 6|05-140 Zegrze (Wola Kiełpińska)|woj. mazowieckie	płocka	Serock	mazowieckie	ChIJV6hrlga_HkcRUKEfK4hBmoM	OK
Świętego Antoniego Padewskiego	Kotuń		Świętego Antoniego Padewskiego|ul. Kościelna 4|08-130 Kotuń|woj. mazowieckie	siedlecka	Suchożebry	mazowieckie	ChIJ1_4_6_pFH0cRa-kISdijavY	OK
Świętego Antoniego Padewskiego	Szczecin	http://www.s-antoni.szczecin.pl/	Świętego Antoniego Padewskiego|ul. Szczecińska 14|71-786 Szczecin|woj. zachodniopomorskie	szczecińsko-kamieńska	Szczecin-Żelechowo	zachodniopomorskie	ChIJ8_aCsfELqkcRY4t3b48aQJQ	OK
Świętego Antoniego Padewskiego	Udrycze		Świętego Antoniego Padewskiego|Udrycze Wola 3|22-417 Udrycze|woj. lubelskie	zamojsko-lubaczowska	Sitaniec	lubelskie	ChIJZwtLbI5lI0cRb03om2qu0vc	OK
NOT_FOUND	Świętego Antoniego Padewskiego Różaniec		Świętego Antoniego Padewskiego	Różaniec	Świętego Antoniego Padewskiego|Różaniec II 167|23-420 Różaniec|woj. lubelskie	zamojsko-lubaczowska	Tarnogród	lubelskie		NOT_FOUND
NOT_FOUND	Świętego Antoniego Padewskiego Jeziernia		Świętego Antoniego Padewskiego	Jeziernia	Świętego Antoniego Padewskiego|Jeziernia 100|22-600 Jeziernia|woj. lubelskie	zamojsko-lubaczowska	Tomaszów-Południe	lubelskie		NOT_FOUND
Świętego Antoniego Padewskiego	Kraśnik		Świętego Antoniego Padewskiego|ul. Kolejowa 26|23-200 Kraśnik|woj. lubelskie	lubelska	Kraśnik	lubelskie	ChIJ36TvZtTnIkcRjW_rxagFDU8	OK
Świętego Antoniego Padewskiego	Nożyno		Świętego Antoniego Padewskiego|77-115 Nożyno|woj. pomorskie	pelplińska	Łupawa	pomorskie	ChIJDdG_Wu_7_UYR2xiR-BgGFHI	OK
NOT_FOUND	Świętego Antoniego Padewskiego Padew Narodowa		Świętego Antoniego Padewskiego	Padew Narodowa	Świętego Antoniego Padewskiego|Padew Narodowa 226|39-453 Padew Narodowa	sandomierska	Baranów Sandomierski			NOT_FOUND
Świętego Antoniego Padewskiego i Świętej Barbary	Knurów Krywałd	http://www.parafia.krywald.net/	Świętego Antoniego Padewskiego i Świętej Barbary|ul. F. Michalskiego 56|44-193 Knurów Krywałd|woj. śląskie	katowicka	Knurów	śląskie	ChIJnxpzVkM2EUcRp2FC9i1GzPY	OK
Świętego Antoniego z Padwy	Chorzów	http://antoni.net.pl/	Świętego Antoniego z Padwy|ul. M. Kopernika 1|41-500 Chorzów|woj. śląskie	katowicka	Chorzów	śląskie	ChIJYValRXbSFkcRK3rmzW_lhOA	OK
NOT_FOUND	Świętego Antoniego z Padwy Będargowo		Świętego Antoniego z Padwy	Będargowo	Świętego Antoniego z Padwy|Będargowo 87|73-260 Będargowo|woj. zachodniopomorskie	szczecińsko-kamieńska	Barlinek	zachodniopomorskie		NOT_FOUND
Świętego Antoniego z Padwy	Luboszyce	http://www.luboszyce.opole.opoka.org.pl/	Świętego Antoniego z Padwy|ul. Kościelna 4|46-022 Luboszyce|woj. opolskie	opolska	Siołkowice	opolskie	ChIJzXfYiXZREEcRHHmhDXQoxB0	OK
Świętego Antoniego z Padwy	Żuromin	http://www.parafiazuromin.pl/	Świętego Antoniego z Padwy|ul. T. Kościuszki 4|09-300 Żuromin|woj. mazowieckie	płocka	Żuromin	mazowieckie	ChIJDQzcRIxUHEcRIKLOfe0ioc4	OK
Świętego Augustyna	Lipiny Śląskie	http://parafialipiny.pl/	Świętego Augustyna|ul. dr. Bukowego 22|41-605 Lipiny Śląskie|woj. śląskie	katowicka	Świętochłowice	śląskie	ChIJL34hc6PSFkcRooSyuYDOpFU	OK
Świętego Bartłomieja	Grodziec Śląski	http://www.parafiagrodziec.pl/	Świętego Bartłomieja|Grodziec Śl. ul. Kościelna 12|43-386 Grodziec Śląski|woj. śląskie	bielsko-żywiecka	Bielsko-Biała IV (Zachodni)	śląskie	ChIJexF8S2GnFkcR6yvT7jOAqp4	OK
Świętego Bartłomieja	Hażlach	http://hazlach.net/	Świętego Bartłomieja|ul. Kościelna 4|43-419 Hażlach|woj. śląskie	bielsko-żywiecka	Goleszowski	śląskie	ChIJ29cq0CYCFEcRC7fkX6SKDhQ	OK
Świętego Bartłomieja	Koniaków	http://parafiakoniakow.sacio.pl/	Świętego Bartłomieja|Centrum 324|43-472 Koniaków	bielsko-żywiecka	Istebniański		ChIJzyYhsEc8FEcRmQJvquXsvrs	OK
Świętego Bartłomieja	Czaniec		Świętego Bartłomieja|ul. Kościelna 9|34-314 Czaniec	bielsko-żywiecka	Kęcki		ChIJfbfYtK-bFkcRpLk7y8hKUqc	OK
Świętego Bartłomieja	Poręba Wielka	http://diecezja.bielsko.pl/parafie/swietego-bartlomieja-poreba-wielka/	Świętego Bartłomieja|Poręba Wielka 5|32-600 Poręba Wielka|woj. małopolskie	bielsko-żywiecka	Osiecki	małopolskie	ChIJ4Qct1m6UFkcRMSR5nr-Tw1o	AMBIGUOUS
Świętego Bartłomieja	Lipowa	http://www.parafialipowa.pl/	Świętego Bartłomieja|Lipowa 8|34-324 Lipowa|woj. śląskie	bielsko-żywiecka	Radziechowski	śląskie	ChIJM-RN6qUmFEcRa9dtDKSKpRQ	OK
Świętego Bartłomieja	Dzierżysław		Świętego Bartłomieja|ul. Jana III Sobieskiego 22|48-130 Dzierżysław|woj. opolskie	opolska	Kietrz	opolskie	ChIJVdpvSMdkEUcRA9T6F_X7tJ0	OK
Świętego Bartłomieja	Jełowa		Świętego Bartłomieja|ul. Wolności 20|46-025 Jełowa	opolska	Zagwiździe		ChIJSydEj4pZEEcR2a3jU4_uSbc	OK
Świętego Bartłomieja	Polskie Łąki		Świętego Bartłomieja|Polskie Łąki|86-122 Polskie Łąki|woj. kujawsko-pomorskie	pelplińska	Lubiewo	kujawsko-pomorskie	ChIJX61qNhjiAkcRdx5SrIiHgqg	OK
Świętego Bartłomieja Apostoła	Bieruń Stary		Świętego Bartłomieja Apostoła|ul. Krakowska 3|43-150 Bieruń Stary|woj. śląskie	katowicka	Bieruń	śląskie	ChIJ9W6O1h8lF0cRTczwy2du3p4	OK
Świętego Bartłomieja Apostoła	Szczekociny	http://www.parafiaszczekociny.pl/	Świętego Bartłomieja Apostoła|pl. Panny Marii 5|42-255 Szczekociny	kielecka	Szczekociny		ChIJaaIT0eISF0cRAOKhVIaOMDM	OK
Świętego Bartłomieja Apostoła	Morawica	http://www.morawica.net/	Świętego Bartłomieja Apostoła|Morawica 5|32-084 Morawica|woj. małopolskie	krakowska	Czernichów	małopolskie	ChIJty10Y69YFkcRki59ZJ7YMbs	OK
NOT_FOUND	Świętego Bartłomieja Apostoła Jeziorany		Świętego Bartłomieja Apostoła	Jeziorany	Świętego Bartłomieja Apostoła|pl. Kościelny 2|11-320 Jeziorany|woj. warmińsko-mazurskie	warmińska (olsztyńska)	Jeziorany	warmińsko-mazurskie		NOT_FOUND
Świętego Bartłomieja Apostoła	Głogówek	http://www.parafia.glogovia.pl/	Świętego Bartłomieja Apostoła|ul. Kościelna 2|48-250 Głogówek|woj. opolskie	opolska	Głogówek	opolskie	ChIJF-c8h-2gEUcRk7l3YUygW7Y	OK
Świętego Bartłomieja Apostoła	Burgrabice		Świętego Bartłomieja Apostoła|Burgrabice 142|48-355 Burgrabice|woj. opolskie	opolska	Głuchołazy	opolskie	ChIJ1yTodYDpEUcRHgKGWA36vR8	OK
Świętego Bartłomieja Apostoła	Kielcza		Świętego Bartłomieja Apostoła|ul. Dobrego Pasterza 26|47-126 Kielcza|woj. opolskie	opolska	Zawadzkie	opolskie	ChIJwwK80yreEEcRNCFePNkFKf4	OK
NOT_FOUND	Świętego Bartłomieja Apostoła Rogi		Świętego Bartłomieja Apostoła	Rogi	Świętego Bartłomieja Apostoła|Rogi 64|38-430 Rogi|woj. podkarpackie	przemyska (łac)	Miejsce Piastowe	podkarpackie		NOT_FOUND
Świętego Bartłomieja Apostoła	Rybie	http://www.rybie.pl/	Świętego Bartłomieja Apostoła|ul. Polna 39|05-090 Rybie|woj. mazowieckie	warszawska	Raszyn	mazowieckie	ChIJeZ81b5kzGUcRzKFOgrKEA_o	OK
Świętego Bartłomieja Apostoła	Janówek		Świętego Bartłomieja Apostoła|ul. Nowodworska 17|05-124 Janówek|woj. mazowieckie	warszawsko-praska	Nowy Dwór Mazowiecki	mazowieckie	ChIJaytajTG6HkcRsBL5PRL3Iyw	OK
Świętego Bartłomieja Apostoła	Konin	http://bartlomiej.konin.pl/	Świętego Bartłomieja Apostoła|ul. Kościelna 1|62-500 Konin|woj. wielkopolskie	włocławska	Konin I	wielkopolskie	ChIJU91oxUMxG0cRGD8VOKlF0PY	OK
Świętego Bartłomieja Apostoła	Goraj	http://www.diecezja.zamojskolubaczowska.pl/parafia,26	Świętego Bartłomieja Apostoła|ul. Kościelna 2|23-450 Goraj|woj. lubelskie	zamojsko-lubaczowska	Biłgoraj-Północ	lubelskie	ChIJrwSwiqc8I0cRO6QNLdJ7GLU	OK
Świętego Bartłomieja Apostoła	Sitaniec		Świętego Bartłomieja Apostoła|Sitaniec 169|22-400 Sitaniec|woj. lubelskie	zamojsko-lubaczowska	Sitaniec	lubelskie	ChIJQ_II-K9oI0cRPQm0jHB8Hhc	OK
Świętego Bartłomieja Apostoła	Objezierze		Świętego Bartłomieja Apostoła|Objezierze 5|64-600 Objezierze|woj. wielkopolskie	poznańska	Oborniki	wielkopolskie	ChIJJaEVucsUBEcRbksUfIwCYoI	OK
NOT_FOUND	Świętego Bartłomieja Apostoła Paprotnica		Świętego Bartłomieja Apostoła	Paprotnica	Świętego Bartłomieja Apostoła|ul. Jana Pawła II 3|08-107 Paprotnica|woj. mazowieckie	siedlecka	Suchożebry	mazowieckie		NOT_FOUND
Świętego Bazylego	Świerszczów	http://swierszczow.kuria.lublin.pl/	Świętego Bazylego|Świerszczów 57|21-070 Świerszczów|woj. lubelskie	lubelska	Siedliszcze	lubelskie	ChIJMy25EOS5I0cRsuyAHXhYSYs	AMBIGUOUS
Świętego Benedykta Opata	Tychy	http://www.benedykt-tychy.pl/	Świętego Benedykta Opata|ul. Z. Nałkowskiej 19|43-100 Tychy|woj. śląskie	katowicka	Tychy Stare	śląskie	ChIJm1U5Ivy3FkcRTwcPZUavAPg	OK
Świętego Benedykta Opata	Imbramowice		Świętego Benedykta Opata|Imbramowice 78|32-353 Imbramowice|woj. małopolskie	kielecka	Skała	małopolskie	ChIJX81ZbNP_FkcRdnNXlEhbXBA	OK
Świętego Benedykta Opata	Warszawa	http://www.swbenedykt.pl/	Świętego Benedykta Opata|ul. Lucerny 95|04-687 Warszawa|woj. mazowieckie	warszawsko-praska	Warszawa-Anin	mazowieckie	ChIJnxDF1VnSHkcRtff60q-yEqA	OK
Świętego Benedykta Opata	Sierpc	http://benedyktynkisierpc.com/	Świętego Benedykta Opata|ul. Wojska Polskiego 28 a|09-200 Sierpc|woj. mazowieckie	płocka	Sierpc	mazowieckie	ChIJ8SaueUNfHEcRdhrDo1pyQYY	OK
Świętego Benona	Broniszewo		Świętego Benona|Broniszewo 38|62-619 Broniszewo|woj. wielkopolskie	włocławska	Ślesin	wielkopolskie	ChIJ7ZnslfxNG0cRIysjo44OilM	OK
Świętego Bonifacego Biskupa Męczennika	Barlinek		Świętego Bonifacego Biskupa Męczennika|ul. św. Bonifacego 13 a|74-320 Barlinek|woj. zachodniopomorskie	szczecińsko-kamieńska	Barlinek	zachodniopomorskie	ChIJY0CcV2kuB0cRNNGtiDOvXdE	OK
Świętego Brata Alberta	Jastrzębie Zdrój	http://www.albert-jastrzebie.pl/	Świętego Brata Alberta|ul. Wielkopolska 20 a|44-335 Jastrzębie Zdrój|woj. śląskie	katowicka	Jastrzębie Górne	śląskie	ChIJf5XH0mpTEUcR154tFVur6mE	OK
Świętego Brata Alberta	Koziegłowy k. Poznania	http://www.albertus.poznan.opoka.org.pl/	Świętego Brata Alberta|ul. Kwiatowa 9|62-028 Koziegłowy k. Poznania|woj. wielkopolskie	poznańska	Czerwonak	wielkopolskie	ChIJ6ZCRQl9cBEcRI4iMGE2RBr8	OK
Świętego Brata Alberta	Przemyśl	http://www.par-br-alberta.przemysl.opoka.org.pl/	Świętego Brata Alberta|ul. św. Brata Alberta 6|37-700 Przemyśl|woj. podkarpackie	przemyska (łac)	Przemyśl II	podkarpackie	ChIJuWQpet5-O0cR1GKSOwqIuCI	OK
Świętego Brata Alberta	Łuków	http://www.albert.lukow.pl/	Świętego Brata Alberta|ul. M. Wereszczakówny 37|21-400 Łuków|woj. lubelskie	siedlecka	Łuków II	lubelskie	ChIJdcyq4-kBIkcRl-IRh_P_AZk	OK
Świętego Brata Alberta	Warszawa	https://www.parafiazielona.waw.pl/	Świętego Brata Alberta|ul. Szeroka 2|05-075 Warszawa|woj. mazowieckie	warszawsko-praska	Warszawa-Rembertów	mazowieckie	ChIJCeg8VCrSHkcRlKfYIMLC_MQ	OK
NOT_FOUND	Świętego Brata Alberta Przewodów		Świętego Brata Alberta	Przewodów	Świętego Brata Alberta|Przewodów 20|22-544 Przewodów	zamojsko-lubaczowska	Tarnoszyn			NOT_FOUND
Świętego Brata Alberta	Zamość	http://parafia-bratalbert.pl/	Świętego Brata Alberta|ul. Dembowskiego 24|22-400 Zamość|woj. lubelskie	zamojsko-lubaczowska	Zamość	lubelskie	ChIJr-7Wm05mI0cRwH62_YB8jZU	OK
Świętego Brata Alberta	Żory Kleszczówka	http://www.albert.zory.pl/	Świętego Brata Alberta|ul. Jodłowa 12|44-240 Żory Kleszczówka|woj. śląskie	katowicka	Żory	śląskie	ChIJH469wEmzFkcRTAfhbP1nrkg	OK
Świętego Brata Alberta Chmielowskiego	Rybnik	http://www.rybnik-kamien.katowice.opoka.org.pl/	Świętego Brata Alberta Chmielowskiego|ul. Robotnicza 95|44-213 Rybnik|woj. śląskie	katowicka	Dębieńsko	śląskie	ChIJc0nSZ6BJEUcRVGDjazAGL9U	OK
Świętego Brata Alberta Chmielowskiego	Krajków	http://www.diecezja.kielce.pl/	Świętego Brata Alberta Chmielowskiego|Krajków 21 a|27-126 Krajków	kielecka	Bodzentyn		ChIJVVVFhIxcFkcRKvfvs6NCYUU	OK
Świętego Brata Alberta Chmielowskiego	Busko Zdrój		Świętego Brata Alberta Chmielowskiego|ul. Lipowa 1|28-100 Busko Zdrój|woj. świętokrzyskie	kielecka	Busko	świętokrzyskie	ChIJNz9UzEnCF0cRCVm8ABXjVVk	OK
Świętego Brata Alberta Chmielowskiego	Puławy	http://www.albert.pulawy.pl/	Świętego Brata Alberta Chmielowskiego|ul. J. Słowackiego 32|24-100 Puławy|woj. lubelskie	lubelska	Puławy	lubelskie	ChIJzzkdRth7IkcRODy3vlsZiXE	OK
Świętego Brata Alberta Chmielowskiego	Wojnowice	http://parafiawojnowice.pl/	Świętego Brata Alberta Chmielowskiego|ul. Kanałowa 20|64-330 Wojnowice|woj. wielkopolskie	poznańska	Buk	wielkopolskie	ChIJRUOGh9fdD0cRScBxhRh0b7c	OK
Świętego Brata Alberta Chmielowskiego	Kościan	http://www.albertkoscian.archpoznan.pl/	Świętego Brata Alberta Chmielowskiego|os. Jagiellońskie 1|64-000 Kościan|woj. wielkopolskie	poznańska	Kościan	wielkopolskie	ChIJMUwzzP6wBUcRqt6z0002kT4	OK
Świętego Brata Alberta Chmielowskiego	Maków Mazowiecki	http://www.swalbert-makow.pl/	Świętego Brata Alberta Chmielowskiego|ul. Kolejowa|06-200 Maków Mazowiecki|woj. mazowieckie	płocka	Maków Mazowiecki	mazowieckie	ChIJp4mywWqIHkcR2Pxnq5QCAUs	OK
Świętego Brata Alberta Chmielowskiego	Jarosław-Szówsko		Świętego Brata Alberta Chmielowskiego|Szówsko 632|37-500 Jarosław-Szówsko|woj. podkarpackie	przemyska (łac)	Jarosław III	podkarpackie	ChIJUeyA3lqZPEcR7Vy4LeU_c_8	OK
Świętego Dominik	Chodecz		Świętego Dominik|ul. Warszawska 20|87-860 Chodecz|woj. kujawsko-pomorskie	włocławska	Chodecz	kujawsko-pomorskie	ChIJl1tXISxlG0cRRxJzbGP9Ssc	OK
Świętego Dominika	Turobin		Świętego Dominika|ul. Kościelna 2|22-465 Turobin	lubelska	Turobin		ChIJOQ2tbIwXI0cRCmBBe7sdC28	OK
Świętego Dominika	Nysa	http://www.nysadominik.opole.opoka.org.pl/	Świętego Dominika|ul. B. Głowackiego 12|48-300 Nysa|woj. opolskie	opolska	Nysa	opolskie	ChIJqZyVWA3EEUcRnpO-7nlkeS0	OK
Świętego Dominika	Szczecin	http://www.szczecin.dominikanie.pl/	Świętego Dominika|pl. Ofiar Katynia 1|70-452 Szczecin|woj. zachodniopomorskie	szczecińsko-kamieńska	Szczecin-Niebuszewo	zachodniopomorskie	ChIJWU1ANmsJqkcRSZcTetjNrJE	OK
Świętego Ducha	Inowrocław	http://www.swietyduch.pl/	Świętego Ducha|ul. Jagiellońska 2|88-100 Inowrocław|woj. kujawsko-pomorskie	gnieźnieńska	inowrocławski I	kujawsko-pomorskie	ChIJUSvPG_FQA0cRg9TBJMmBpFE	OK
Świętego Ducha	Pobiedziska		Świętego Ducha|ul. Władysława Jagiełły 23|62-010 Pobiedziska|woj. wielkopolskie	gnieźnieńska	pobiedziski	wielkopolskie	ChIJywPU2CeLBEcRHgj-IX2koQI	OK
Świętego Ducha	Września	http://www.swietyduch.wrzesnia.pl/	Świętego Ducha|ul. Kościuszki 26|62-300 Września|woj. wielkopolskie	gnieźnieńska	wrzesiński II	wielkopolskie	ChIJ_TKcQ3fpBEcR_0rQQ46ZoQk	OK
Świętego Ducha	Poniatowa	http://parafia.poniatowa.pl/	Świętego Ducha|ul. Lubelska 5|24-320 Poniatowa|woj. lubelskie	lubelska	Opole Lubelskie	lubelskie	ChIJuaUj1ByMIkcRUbpnuJlsUX4	OK
Świętego Ducha	Winów	http://www.parafia.winow.pl/	Świętego Ducha|ul. Ogrodowa 7|46-060 Winów|woj. opolskie	opolska	Opole-Szczepanowice	opolskie	ChIJqytQOtGsEUcRoh2C5FpCUnA	OK
Świętego Ducha	Hrubieszów	http://www.duchswietyhrubieszow.pl/	Świętego Ducha|ul. Nowa 11|22-500 Hrubieszów|woj. lubelskie	zamojsko-lubaczowska	Hrubieszów-Południe	lubelskie	ChIJp5pOlteOJEcR2WWics2bfrk	OK
Świętego Ducha	ŁOWICZ	http://www.swietyduch.lowicz.pl/	Świętego Ducha|ul.Długa 1|99-400 ŁOWICZ|woj. łódzkie	łowicka	Łowicz-Św.Ducha	łódzkie	ChIJu9j5vBbmG0cRDbcUPPAKLME	OK
Świętego Ducha	Drużykowa		Świętego Ducha|Drużykowa 35|42-255 Drużykowa	kielecka	Szczekociny		ChIJRyZ8gu9sF0cRE7TAwhjXuMA	OK
Świętego Ducha	Chełm	http://swietyduch.parafia.info.pl/	Świętego Ducha|ul. Grunwaldzka 32|22-100 Chełm|woj. lubelskie	lubelska	Chełm Wschód	lubelskie	ChIJ--k62_qaI0cRlPppGOn4ksc	OK
Świętego Ducha	Ćmiłow		Świętego Ducha|Ćmiłów|20-388 Ćmiłow|woj. lubelskie	lubelska	Lublin-Południe	lubelskie	ChIJq6qqqmpXIkcRfIx9v66yDpk	OK
NOT_FOUND	Świętego Ducha Nosków		Świętego Ducha	Nosków	Świętego Ducha|ul. Kościelna 11|63-233 Nosków|woj. wielkopolskie	poznańska	Borek	wielkopolskie		NOT_FOUND
Świętego Ducha	Błażek		Świętego Ducha|23-321 Błażek	sandomierska	Modliborzyce		ChIJP5ZaDcPfIkcRUBMk-xmabTg	AMBIGUOUS
Świętego Ducha	Stargard	http://diecezja.szczecin.pl/wspolnoty/wspolnoty-parafialne/Stargard-Swietego-Ducha_LS06	Świętego Ducha|ul. Warszawska 31|73-110 Stargard	szczecińsko-kamieńska	Stargard Zachód		ChIJK7Rr7bS5AEcRFpPER61UlbQ	OK
Świętego Ducha	Szczecin	http://www.parafiazdroje.pl/	Świętego Ducha|ul. Młodzieży Polskiej 17|70-774 Szczecin|woj. zachodniopomorskie	szczecińsko-kamieńska	Szczecin-Słoneczne	zachodniopomorskie	ChIJ_eV42uynAEcRNLK14BmS_NQ	OK
Świętego Ducha	Werdun	http://archwwa.pl/parafie/werdun-swietego-ducha/	Świętego Ducha|Werdun 18|05-555 Werdun|woj. mazowieckie	warszawska	Tarczyn	mazowieckie	ChIJX5PffJU-GUcR5gAfWuxwDz4	OK
NOT_FOUND	Świętego Ducha i Matki Bożej Bolesnej Młodzawy		Świętego Ducha i Matki Bożej Bolesnej	Młodzawy	Świętego Ducha i Matki Bożej Bolesnej|Młodzawy Małe 46|28-400 Młodzawy|woj. świętokrzyskie	kielecka	Pińczów	świętokrzyskie		NOT_FOUND
Świętego Ducha i Św. Michała Archanioła	ŁASK		Świętego Ducha i Św. Michała Archanioła|ul.Jana Pawła II 9/65|98-100 ŁASK|woj. łódzkie	ordynariat polowy	Siły Powietrzne	łódzkie	ChIJUfigj5xGGkcRFPaowRQGm6w	OK
Świętego Eugeniusza de Mazenod	Kędzierzyn-Koźle	http://www.eugeniusz.oblaci.pl/	Świętego Eugeniusza de Mazenod|ul. Ligonia 22|47-220 Kędzierzyn-Koźle|woj. opolskie	opolska	Kędzierzyn	opolskie	ChIJHd3H1IIREUcREOOOCjCzob4	OK
Świętego Filipa Neri	Bytów		Świętego Filipa Neri|ul. św. Filipa Neri 1|77-100 Bytów|woj. pomorskie	pelplińska	Bytów	pomorskie	ChIJVWsa8NsHAkcRaan0lPQ2t-g	OK
Świętego Floriana	Żywiec Zabłocie	http://www.zablocie.katolik.bielsko.pl/	Świętego Floriana|ul. Browarna 3|34-300 Żywiec Zabłocie|woj. śląskie	bielsko-żywiecka	Żywiecki	śląskie	ChIJ7dzKjCImFEcRCKHtgG-6294	OK
Świętego Floriana	Chorzów	http://swflorian.pl/	Świętego Floriana|ul. Wandy 64 a|41-500 Chorzów|woj. śląskie	katowicka	Chorzów	śląskie	ChIJneLPvX_SFkcRF6HNcp99jEM	OK
Świętego Floriana	Rybnik-Orzepowice	http://www.orzepowice.wiara.org.pl/	Świętego Floriana|ul. Dzikiej Róży 4|44-200 Rybnik-Orzepowice|woj. śląskie	katowicka	Golejów	śląskie	ChIJ9TynX7dIEUcRtO5glBcRKKE	OK
Świętego Floriana	Korytnica		Świętego Floriana|Sobków Korytnica nr 13|28-305 Korytnica|woj. świętokrzyskie	kielecka	Chęciny	świętokrzyskie	ChIJizIXFAaRF0cRUbWWH9E1rR4	OK
Świętego Floriana	Krężnica Jara	http://www.kreznica.prv.pl/	Świętego Floriana|Krężnica Jara|20-515 Krężnica Jara|woj. lubelskie	lubelska	Konopnica	lubelskie	ChIJQZcdxNv5IkcRbQx1FhMDcdg	OK
Świętego Floriana	Wiry	http://www.parafiawiry.pl/	Świętego Floriana|ul. Komornicka 176|62-051 Wiry|woj. wielkopolskie	poznańska	Luboń	wielkopolskie	ChIJQ1ANw9dPBEcR70h9kSZOCg0	OK
Świętego Floriana	Chamsk		Świętego Floriana|ul. Mazowiecka 35|09-300 Chamsk|woj. mazowieckie	płocka	Żuromin	mazowieckie	ChIJlToUvu9THEcRyROuPGAlXVM	OK
Świętego Floriana Męczennika	Stalowa Wola	http://www.floriansw.sandomierz.opoka.org.pl/	Świętego Floriana Męczennika|ul. Floriańska 5|37-450 Stalowa Wola|woj. podkarpackie	sandomierska	Stalowa Wola-Południe	podkarpackie	ChIJbQFkU8QsPUcRKRjnQvPPeJQ	OK
Świętego Franciszka Ksawerego	Krasnystaw	http://www.franciszek-ksawery.org/	Świętego Franciszka Ksawerego|ul. J. Piłsudskiego 3|22-300 Krasnystaw|woj. lubelskie	lubelska	Krasnystaw Wschód	lubelskie	ChIJfRCmGrt0I0cRqP5iNnd3SVI	AMBIGUOUS
Świętego Franciszka Salezego i Świętego Andrzeja Boboli	Gorzyce	http://www.parafia-gorzyce.pl/	Świętego Franciszka Salezego i Świętego Andrzeja Boboli|ul. J. Piłsudskiego 31|39-432 Gorzyce|woj. podkarpackie	sandomierska	Gorzyce	podkarpackie	ChIJNajMEhO1IkcR_i-DTkVmUug	OK
